Player,Team,Team within selected timeframe,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",country_league
E. Manninen,,JyPK,"LB, LW",26,10,395,0,0.03,1,0.35,18.18,49.37,Finland,Finland,0,0,11.97,9.9,53.49,0.23,100,1.15,1.22,0.46,5.52,5.85,0,0,0,0,0,2.07,0,0,0,0.01,0,0,1,0.23,0,0,0.23,1.15,20,3.45,40,5.98,38.46,0.69,0.92,0.23,0.69,30.61,72.18,14.96,64.62,3.91,88.24,7.14,83.87,2.3,40,15.63,12.94,0.08,0.23,0,0,0.46,100,0.23,2.76,58.33,0.46,50,0,0,0.23,0.23,8.52,40.54,Finland 2020
R. Ärväs,KuPS,KuPS,"CF, RCMF",27,14,346,3,2.16,0,0.9,21.07,44.44,Finland,Finland,0,0,7.02,4.42,82.35,4.42,64.71,1.3,1.74,0.26,2.08,2.79,0.26,1,0.26,0,0,4.94,0.78,3,0.78,0.56,1,0.26,15,3.9,66.67,20,0,1.82,57.14,1.04,50,8.06,16.13,3.38,1.04,0,0.26,34.08,64.89,11.18,37.21,9.62,86.49,7.8,66.67,3.38,46.15,14.85,24.66,0.23,1.56,0,0,1.56,50,1.04,7.02,29.63,1.82,57.14,2.34,44.44,0.78,0.78,5.2,60,Finland 2020
S. Koivula,PK-35,PK-35 Vantaa,"LW, LWB, LWF",20,11,345,0,0.16,0,0,19.04,34.25,Finland,Finland,0,0,5.48,6.52,52,0,0,0,0,0,2.09,3.24,0.52,0,0,0,0,2.35,0,0,0,0.04,0,0,1,0.26,100,0,0,3.91,26.67,3.39,30.77,8.87,26.47,1.3,1.04,0.52,0,23.22,71.91,3.91,66.67,8.09,83.87,6.52,60,1.83,57.14,17.86,13.01,0,0.26,0,0,0,0,0.26,0.78,33.33,3.91,40,0.26,100,0.78,1.3,4.7,44.44,Finland 2020
A. Varkoi,Ilves,Ilves,CF,22,11,342,2,1.68,0,0,21.42,32.91,Finland,Finland,0,0,6.51,5.96,59.09,2.44,55.56,0.27,0.33,0,2.71,3.33,0.81,0,0,0,0,2.17,0.53,2,0.54,0.46,1,0.27,10,2.71,50,20,0,1.08,0,2.44,33.33,8.4,12.9,2.71,1.08,0.27,0.27,12.47,63.04,2.71,20,2.98,90.91,3.25,66.67,0.81,0,13.64,5.64,0,0.27,0,0,0.54,0,0,1.36,0,1.08,0,0.27,0,0,0,0.27,0,Finland 2020
S. Tuominen,Ilves,Ilves,"LW, LWF, RW",22,10,329,1,1.31,1,0.48,33.92,32.26,Finland,Finland,0,0,12.86,12.58,45.65,2.74,30,0.27,0.31,0,6.84,7.81,0,0,0,0,0,2.74,0.27,1,0.27,0.36,0,0,7,1.91,57.14,14.286,0.27,1.64,0,6.02,27.27,13.95,23.53,1.91,1.64,0.82,0.55,18.88,52.17,5.74,42.86,2.74,80,5.47,40,2.19,50,16.96,15.31,0.13,0.82,0.27,0,0.27,0,0.27,2.46,33.33,1.09,25,0.82,33.33,0.55,0,3.56,61.54,Finland 2020
S. Rein,,JyPK,"LCB, RB",22,4,307,0,0,0,0,7.92,51.85,Finland,Finland,0,0,8.21,3.52,41.67,1.47,60,0,0,1.17,6.74,7.26,0.29,1,0.29,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0.59,100,0.29,100,1.17,50,0.29,0.29,0,0.29,32.83,76.79,14.66,66,2.35,100,11.14,89.47,4.1,21.43,18.78,35.27,0,0,0,0,0.29,0,0,3.81,53.85,0.59,0,0.29,0,0,0.29,5.28,27.78,Finland 2020
F. Kilponen,,PK-35 Vantaa,"RCB, RCMF",21,5,297,0,0.12,0,0,5.76,47.37,Finland,Finland,0,0,4.55,3.94,69.23,0.61,0,0,0,0.3,1.82,2.4,0,0,0,0,0,0,0,0,0,0.04,0,0,1,0.3,0,0,0,0,0,0,0,0.61,0,0.3,0.3,0,0,65.45,92.59,17.88,81.36,5.45,100,35.45,97.44,3.64,41.67,18.93,26.22,0,0,0,0,0,0,0,4.55,73.33,0.3,0,0,0,0,0,6.67,72.73,Finland 2020
E. Pesonen,HPS,HJK,LCB,20,9,297,0,0.03,0,0,8.87,71.43,Finland,Finland,175,0,5.39,3.49,72.73,1.27,75,0,0,0,2.85,4.15,0,0,0,0,0,1.58,0,0,0,0.01,0,0,2,0.63,0,0,0,0.32,0,1.9,83.33,2.22,85.71,0,3.49,0,0,63.7,88.06,20.92,77.27,4.12,100,33.91,93.46,6.65,42.86,22.26,24.78,0,0,0,0,0.32,0,0.32,8.56,62.96,1.9,66.67,1.27,50,1.27,0,9.19,75.86,Finland 2020
M. Laitinen,PK-35,PK-35,RCB,,4,293,0,0,0,0,16.28,62.26,Finland,Finland,0,0,12.9,8.91,72.41,0.61,50,0.61,0.77,0.61,5.84,7.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,1.84,33.33,0,1.84,0,0.31,58.67,86.39,23.34,75,3.69,91.67,25.19,97.56,2.76,55.56,18.36,22.09,0,0,0,0,0.31,0,0,3.07,70,0,0,0.31,0,0,0,7.68,48,Finland 2020
M. Frondelius,Ilves,PK-35,"RB, LB",22,7,289,0,0,1,0.53,21.49,42.03,Finland,Finland,0,0,9.65,9.03,62.07,1.87,33.33,1.25,1.46,0,2.8,3.29,0.31,1,0.31,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0.31,2.49,25,2.49,25,6.54,23.81,0.31,0.93,0.93,0.62,41.11,64.39,17.13,56.36,6.54,80.95,9.97,71.88,4.36,14.29,16.47,33.38,0.16,0.93,0,0.31,0.31,0,0.62,4.98,43.75,3.11,20,0.62,0,0,1.25,8.41,51.85,Finland 2020
N. Kusmin,PK-35,PK-35,"RW, LAMF, LW",,10,285,1,0.5,1,0.61,36,34.21,Finland,Finland,0,0,6,5.37,52.94,1.58,0,0.32,0.41,0,2.84,3.7,0.63,0,0,0,0,4.42,0.32,1,0.32,0.16,0,0,1,0.32,100,100,0.32,2.53,37.5,5.68,55.56,22.74,34.72,1.89,0.95,0.63,0.63,27.79,73.86,6.95,50,6.95,90.91,7.89,84,1.26,0,19.3,12.03,0.19,0.63,0,0,0,0,0.32,2.21,57.14,1.58,60,0.32,0,0.63,0.63,3.16,50,Finland 2020
A. Simonen,Ilves,KuPS,CF,17,9,282,1,1.83,0,0,23.94,36,Finland,Finland,0,0,6.06,3.83,58.33,3.51,54.55,0,0,0.64,3.83,5.71,0.96,0,0,0,0,2.87,0.32,1,0.32,0.59,0,0,9,2.87,22.22,11.111,0,0,0,4.47,50,11.17,28.57,4.47,1.28,0,0.64,14.68,69.57,3.19,50,4.79,86.67,4.15,61.54,0,0,11.38,0,0,0,0,0,1.6,0,0,1.91,50,0.32,100,1.6,0,0.32,0,1.91,66.67,Finland 2020
E. Heinonen,HPS,TPS,"CF, AMF, RCMF",18,8,274,0,0.68,0,0.18,20.04,44.26,Finland,Finland,0,0,9.53,7.23,72.73,0.33,0,0,0,0,4.27,4.15,0.66,0,0,0,0,3.94,0,0,0,0.22,0,0,4,1.31,100,0,0,0.99,0,3.94,41.67,7.88,25,1.31,2.96,1.97,0,16.09,63.27,5.58,58.82,1.97,66.67,4.27,53.85,0.33,0,19.55,4.73,0.06,1.31,0,0,0.99,100,0.33,1.97,66.67,1.97,50,0.66,100,0.66,0,4.6,57.14,Finland 2020
A. Martikainen,TiPS,TiPS,"RWB, LWB, RW",21,13,260,0,0.09,0,0.13,21.54,38.71,Finland,Finland,0,0,7.99,8.69,48,1.39,75,0,0,0,3.82,5.24,0.69,0,0,0,0,1.39,0,0,0,0.03,0,0,1,0.35,0,0,0,2.08,0,3.82,27.27,7.99,21.74,1.74,2.08,0,0,42.05,74.38,13.2,73.68,13.2,86.84,11.81,64.71,2.08,50,13.84,11.26,0.05,1.04,0,0,1.39,25,0.35,5.21,66.67,4.52,38.46,1.74,20,1.74,0.35,9.73,75,Finland 2020
W. Sjöholm,HJK,HJK,"CF, LW",22,6,222,0,0.24,0,0.43,25.06,45.45,Finland,Finland,0,0,5.7,3.99,85.71,1.71,66.67,0.57,1.07,0,1.71,3.21,0,0,0,0,0,3.99,0,0,0,0.14,0,0,3,1.71,0,0,0,2.28,100,2.85,40,11.39,30,2.85,0.57,0,1.71,27.91,81.63,4.56,62.5,7.41,92.31,6.84,83.33,0,0,15.07,0,0.25,1.14,0,0,1.71,33.33,0.57,0.57,0,2.28,100,1.71,33.33,0.57,2.28,3.42,100,Finland 2020
E. Ikonen,PK-35,PK-35,"RCMF, LCMF, RDMF",,9,219,0,0.01,1,0.14,36.16,56.82,Finland,Finland,0,0,21.78,18.9,76.09,3.7,22.22,1.64,1.85,0.41,5.75,6.46,0.82,1,0.41,0,0,0.82,0,0,0,0.01,0,0,1,0.41,0,0,0.41,0.41,0,2.47,33.33,9.04,36.36,0.41,0.41,0,0.82,39.86,74.23,14.38,57.14,7.81,100,11.51,78.57,4.93,33.33,14.81,17.92,0.06,0.82,0.41,0,0.82,0,0.41,5.75,78.57,1.64,50,0.82,0,1.23,0,9.04,63.64,Finland 2020
H. Laaksonen,,JyPK,"LCMF, CF, RCMF",19,5,216,0,0.01,1,0.08,22.08,50.94,Finland,Finland,0,0,9.17,8.75,61.9,2.5,33.33,0,0,0.42,3.75,3.75,1.67,1,0.42,0,0,0.83,0,0,0,0.01,0,0,2,0.83,0,0,0.42,0.42,0,0.83,0,6.67,31.25,0.42,0.83,0.83,0.83,24.58,66.1,7.08,64.71,2.5,100,9.17,77.27,0.42,100,16.42,8.64,0.03,0.42,0,0,0.83,100,0.83,1.67,75,1.25,33.33,0,0,0.83,0,4.58,45.45,Finland 2020
K. Viivi,TPS,TPS,"AMF, LCMF",,4,213,0,0,0,0,21.97,30.77,Finland,Finland,0,0,9.72,8.03,47.37,3.8,22.22,1.27,1.17,0,4.65,4.29,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.85,0,4.23,20,0.42,0.85,0,0.85,22.39,66.04,6.34,53.33,5.07,83.33,6.76,62.5,0.42,0,15.33,7.53,0,0,0,0,0,0,0,2.11,40,0,0,0.42,0,0,0,4.23,30,Finland 2020
S. Määttä,Ilves,Ilves,"RWF, RW",16,3,211,2,2.13,0,0.58,39.24,50,Finland,Finland,0,0,12.8,14.93,65.71,3.41,12.5,0,0,0,2.99,2.96,1.28,0,0,0,0,5.97,0.85,2,0.85,0.91,0,0,9,3.84,66.67,22.222,0,1.71,25,5.55,53.85,15.36,41.67,5.97,2.99,4.69,2.99,16.64,64.1,5.55,61.54,4.27,80,2.99,100,0.85,0,12.83,8.6,0.25,2.56,0,0,0.43,0,2.13,0.85,50,1.28,66.67,0.43,0,2.13,0.43,3.41,62.5,Finland 2020
J. Rytkönen,Ilves,Ilves,CB,20,3,206,0,0,0,0,10.05,56.52,Finland,Finland,0,0,6.55,6.55,53.33,0.87,50,0,0,0.87,3.06,3.04,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,100,0,0,0,0.44,28.83,86.36,7.86,61.11,3.5,87.5,14.85,97.06,2.62,16.67,21.68,27.59,0,0,0,0,0,0,0,2.18,20,0,0,0,0,0,0,3.06,71.43,Finland 2020
T. Kemppainen,,PK-35 Vantaa,"CF, RWF, LW",29,9,192,0,0.38,0,0.07,18.28,35.9,Finland,Finland,0,0,8.91,8.44,55.56,0,0,0,0,0,4.22,6.92,2.34,1,0.47,0,0,0.47,0,0,0,0.18,0,0,1,0.47,0,0,0,0.47,0,1.41,0,7.03,26.67,3.28,0.47,0.47,0.47,23.44,80,4.69,60,7.97,88.24,3.75,87.5,0,0,10.78,0,0.04,1.41,0,0,0.94,50,0.94,1.88,50,1.88,25,0.94,50,1.41,0,3.75,62.5,Finland 2020
I. Niemi,TPS,TPS,GK,25,2,186,0,0,0,0,0.97,100,Finland,Finland,0,0,1.94,0,0,0.97,100,0,0,0,1.94,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.58,82.46,9.68,65,0,0,15.97,93.94,6.77,50,25.35,40.3,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,5.32,45.45,Finland 2020
J. Grönlund,PK-35,PK-35,RCB,,2,186,0,0.37,0,0.07,12.1,44,Finland,Finland,0,0,5.32,7.74,37.5,0.97,100,0,0,0.48,2.42,2.83,1.45,0,0,0,0,0.97,0,0,0,0.18,0,0,1,0.48,100,0,0,0,0,0.48,100,0.48,100,0.48,0.48,0,0.48,41.13,80,18.39,68.42,1.94,100,17.9,94.59,5.81,58.33,22.08,32.02,0.03,0.48,0.48,0,0,0,0,4.35,44.44,0,0,0.48,0,0,0,8.71,61.11,Finland 2020
E. Seppälä,,JyPK,"RCMF, LCMF",22,3,178,0,0.11,0,0.11,16.18,43.75,Finland,Finland,0,0,10.11,6.57,61.54,0,0,0,0,1.01,6.07,6.1,1.01,0,0,0,0,0.51,0,0,0,0.06,0,0,1,0.51,0,0,0,0.51,100,0,0,6.57,30.77,0,1.01,0,1.01,38.93,81.82,10.62,57.14,9.61,100,11.63,95.65,3.54,42.86,17.91,26.7,0.06,0.51,0,0,0.51,0,0,4.04,12.5,2.02,50,0,0,1.01,0.51,5.56,54.55,Finland 2020
E. Burton,HJK,HJK,"RB, LB",19,3,174,0,0,0,0,12.86,58.33,Finland,Finland,0,0,4.29,2.14,100,1.07,100,0,0,0,2.14,4.62,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,50,4.29,25,0,3.21,1.07,1.07,72.86,94.12,25.71,91.67,13.93,92.31,25.71,100,1.07,100,17.34,16.06,0,0,0,0,0,0,0,10.71,90,1.07,100,0,0,1.07,0,7.5,85.71,Finland 2020
M. Azodo,,TiPS,CF,20,12,165,1,1.03,0,0.07,40.36,36.49,Finland,Finland,0,0,7.64,8.73,68.75,6,54.55,0,0,0,1.64,1.88,1.09,0,0,0,0,5.45,0.55,1,0.55,0.56,0,0,5,2.73,100,20,0,1.09,0,3.27,83.33,18,21.21,3.82,1.64,0,2.18,14.73,70.37,1.64,0,4.91,100,5.45,60,0.55,0,13.3,2.81,0.04,1.09,0,0,0,0,0,0.55,0,2.18,25,0,0,1.09,0,1.09,50,Finland 2020
M. Barck,HPS,PK-35,"LW, LWB, LAMF",22,9,159,0,0.09,0,0.68,20.38,63.89,Finland,Finland,0,0,11.89,7.36,69.23,0,0,1.13,1.46,0,5.66,7.32,0.57,0,0,0,0,6.79,0,0,0,0.05,0,0,2,1.13,50,0,0,2.26,0,7.36,76.92,9.62,70.59,1.13,1.7,0.57,0.57,39.62,60,11.89,57.14,5.66,90,14.15,52,7.36,15.38,15.33,19.35,0.38,1.7,0,0,0.57,100,0.57,6.23,27.27,5.09,11.11,4.53,12.5,0.57,0,6.23,63.64,Finland 2020
E. Lemettinen,KuPS,KuPS,"RCMF, LCMF",22,5,155,0,0.64,0,0.38,19.16,51.52,Finland,Finland,0,0,8.13,8.13,57.14,1.74,33.33,0.58,0.83,0,2.9,4.17,0.58,1,0.58,0,0,0.58,0,0,0,0.37,0,0,4,2.32,25,0,0,0,0,0,0,4.06,42.86,1.16,0,0,1.16,33.1,78.95,14.52,72,4.65,100,6.39,72.73,1.74,0,15.73,21.24,0.22,1.74,0,0,0.58,0,0,3.48,33.33,1.74,66.67,0.58,0,1.16,0,5.23,77.78,Finland 2020
Aino Nurmi,Honka,Honka,"RW, LW, RB",23,8,153,0,0,1,0.53,18.24,35.48,Finland,Finland,0,0,12.35,5.29,55.56,2.35,25,0,0,0.59,9.41,13.71,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0.59,1.76,66.67,1.76,100,7.65,30.77,1.18,1.18,0.59,0.59,28.24,77.08,5.29,77.78,10.59,83.33,7.65,76.92,0,0,14.76,0,0.31,0.59,0,0,1.18,50,0.59,4.12,85.71,1.18,100,1.18,50,0,1.18,6.47,72.73,Finland 2020
Y. Baasousi,TPS,TPS,"LW, CF, RWF",,8,150,0,0,0,0.02,18.6,38.71,Finland,Finland,0,0,4.8,4.8,62.5,3,20,0,0,0.6,1.8,1.96,1.2,1,0.6,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.6,0,2.4,50,5.4,33.33,1.2,0.6,0.6,0.6,16.2,70.37,5.4,55.56,6,80,1.2,100,0.6,100,15.75,4.44,0.01,0.6,0,0,0,0,0,1.8,100,0,0,0,0,0,0,4.2,57.14,Finland 2020
M. Grossman,,KuPS,LCB,26,3,149,0,0.17,0,0.11,13.29,90.91,United States,United States,163,0,10.87,4.83,87.5,3.02,100,0,0,0,6.64,9.17,0,0,0,0,0,0.6,0,0,0,0.11,0,0,2,1.21,0,0,0,0,0,0.6,100,1.21,100,1.81,0,0,1.81,32.62,79.63,15.7,65.38,3.62,100,10.27,94.12,4.23,42.86,13.19,21.3,0.07,0.6,0,0,0,0,0,4.83,75,0,0,0,0,0,0,8.46,50,Finland 2020
A. Genas,,HJK,CF,,4,133,0,0.02,0,0.06,17.14,15,United States,United States,0,0,3.43,0,0,2.57,33.33,0.86,1.43,0,2.57,4.29,0,0,0,0,0,0,0,0,0,0.01,0,0,1,0.86,0,0,0,0,0,0.86,0,8.57,20,3.43,0.86,0.86,0.86,12.86,93.33,2.57,100,3.43,100,3.43,100,0.86,100,13.57,9.58,0.05,1.71,0,0,0,0,0,0,0,0.86,100,0,0,1.71,0,0,0,Finland 2020
E. Mäensivu,PK-35 Vantaa,PK-35 Vantaa,"RW, RB",19,4,121,0,0,0,0.02,11.9,43.75,Finland,Finland,0,0,5.21,5.21,42.86,0,0,0,0,0,2.98,3.16,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0.74,100,1.49,100,5.21,42.86,0.74,1.49,2.23,0.74,19.34,92.31,2.98,75,7.44,100,5.95,100,0.74,100,8.89,12.96,0.01,0.74,0,0,0,0,0,0.74,0,0,0,0,0,0.74,0,0,0,Finland 2020
S. Maidell,PK-35 Vantaa,TPS,CF,19,2,112,0,0,0,0,28.93,44.44,Finland,Finland,0,0,8.04,5.63,85.71,0.8,0,0,0,0,3.21,2.61,0,0,0,0,0,2.41,0,0,0,0,0,0,1,0.8,0,0,0,0.8,0,5.63,42.86,17.68,40.91,3.21,3.21,0.8,3.21,11.25,71.43,3.21,75,1.61,50,3.21,50,0,0,11.93,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,1.61,0,Finland 2020
N. Hassinen,TiPS,TiPS,CF,20,5,109,0,0.28,0,0.12,28.83,51.52,Finland,Finland,0,0,10.49,8.74,90,2.62,33.33,0,0,0,2.62,5.63,0,0,0,0,0,6.12,0,0,0,0.25,0,0,6,5.24,16.67,0,0,6.12,28.57,3.5,75,13.11,40,7.86,0,0.87,1.75,27.96,59.38,6.99,50,3.5,100,8.74,70,0.87,100,16.01,6.87,0.11,0.87,0,0,4.37,20,0,1.75,50,6.12,57.14,5.24,33.33,2.62,1.75,3.5,100,Finland 2020
R. Siren,,Ilves,"RCMF, AMF, LCMF",21,5,98,0,0,0,0,27.14,42.11,Finland,Finland,0,0,7.14,10,28.57,2.86,50,1.43,2.14,0,2.86,4.29,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,66.67,4.29,0,0,0,21.43,73.33,7.14,60,5.71,50,5.71,100,1.43,100,14.17,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,100,Finland 2020
N. Vidgren,,PK-35,GK,,1,96,0,0,0,0,2.81,66.67,Finland,Finland,0,0,4.69,0.94,0,0.94,100,0,0,0,4.69,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,100,0,0,0,0.94,30,96.88,11.25,91.67,0,0,12.19,100,3.75,75,18.17,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,50,Finland 2020
E. Sulku,TiPS,TiPS,GK,25,1,96,0,0,0,0,0,0,Finland,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.94,76.47,7.5,62.5,0,0,6.56,85.71,4.69,20,27.03,42.18,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0.94,0,Finland 2020
E. Korkalainen,PK-35 Vantaa,PK-35 Vantaa,RCB,18,1,94,0,0,0,0,9.57,40,Finland,Finland,0,0,2.87,2.87,33.33,0,0,0,0,0,1.91,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,2.87,0,0,0,0.96,0.96,62.23,75.38,30.64,53.13,1.91,100,22.98,100,15.32,18.75,21.49,34.65,0,0,0,0,0,0,0,9.57,30,0.96,0,0,0,0,0,10.53,54.55,Finland 2020
E. Strömborg,Åland United,Åland United,"RCMF, LCMF, LWF",19,9,94,0,0.04,0,0,36.38,44.74,Finland,Finland,0,0,16.28,20.11,57.14,3.83,25,1.91,2.5,0,2.87,3.75,4.79,0,0,0,0,0.96,0,0,0,0.03,0,0,1,0.96,0,0,0,0,0,0.96,100,3.83,25,0.96,0,0,0,28.72,76.67,7.66,37.5,3.83,75,15.32,93.75,1.91,0,14.29,6.5,0,0,0,0,0,0,0,2.87,0,0,0,0.96,0,0,0,1.91,0,Finland 2020
A. Troberg,PK-35 Vantaa,PK-35 Vantaa,"RB, CF, RWB",25,3,93,0,0,0,0,23.23,37.5,Finland,Finland,0,0,6.77,10.65,54.55,1.94,0,0,0,0,0.97,1.11,0.97,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,3.87,0,3.87,25,5.81,16.67,0.97,2.9,2.9,0,21.29,59.09,5.81,33.33,5.81,100,5.81,50,0.97,0,22.32,14.98,0,0,0,0,0,0,0,1.94,0,3.87,0,0.97,0,0.97,0,0.97,100,Finland 2020
T. Rinkinen,,HJK,"LW, AMF, CF",22,4,89,0,0,0,0.1,23.26,43.48,Finland,Finland,0,0,7.08,9.1,66.67,3.03,33.33,0,0,0,1.01,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07,33.33,1.01,2.02,2.02,1.01,28.31,82.14,9.1,55.56,8.09,100,8.09,87.5,4.04,50,21.24,18.25,0.1,3.03,0,0,0,0,2.02,7.08,71.43,4.04,50,3.03,33.33,2.02,0,5.06,100,Finland 2020
R. Karjalainen,HJK,HJK,CF,19,1,78,1,0.86,0,0.02,20.77,27.78,Finland,Finland,0,0,9.23,4.62,50,1.15,0,2.31,3.53,1.15,4.62,7.06,2.31,0,0,0,0,3.46,1.15,1,1.15,0.99,1,1.15,3,3.46,33.33,33.333,0,0,0,3.46,66.67,8.08,42.86,3.46,0,0,0,16.15,78.57,4.62,100,2.31,100,4.62,75,1.15,100,16.25,41.18,0.02,1.15,0,0,0,0,0,2.31,50,0,0,1.15,100,0,0,4.62,50,Finland 2020
S. Viktorsson,Åland United,Åland United,"LCMF, RCMF, LW",19,5,75,0,0,0,0.04,24,55,Finland,Finland,0,0,13.2,16.8,57.14,0,0,0,0,0,3.6,4.5,0,0,0,0,0,0,0,0,0,0.01,0,0,1,1.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,20.4,82.35,10.8,66.67,4.8,100,3.6,100,0,0,11.43,0,0.04,1.2,0,0,0,0,0,4.8,75,0,0,0,0,0,0,3.6,100,Finland 2020
M. Rantamäki,TPS,TPS,"LW, LCMF",26,3,67,0,0,0,0,24.18,33.33,Finland,Finland,0,0,10.75,13.43,50,1.34,0,0,0,0,4.03,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,6.72,20,1.34,0,0,0,10.75,62.5,1.34,100,4.03,66.67,2.69,50,0,0,15.86,0,0,0,0,0,0,0,0,2.69,50,0,0,0,0,1.34,0,0,0,Finland 2020
V. Orkamo,,Honka,"RCMF, LCMF, CF",,6,64,0,0,0,0,29.51,30,Finland,Finland,0,0,4.43,4.43,33.33,1.48,100,0,0,0,2.95,6,1.48,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,33.33,19.18,23.08,0,0,0,0,32.46,77.27,5.9,25,7.38,100,13.28,88.89,0,0,24.3,0,0,0,0,0,2.95,0,0,5.9,25,1.48,0,2.95,0,0,0,0,0,Finland 2020
E. Koivu,PK-35 Vantaa,PK-35 Vantaa,"RWB, RW",18,3,53,0,0,0,0,32.26,26.32,Finland,Finland,0,0,6.79,6.79,50,1.7,0,0,0,0,3.4,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09,0,15.28,11.11,0,3.4,1.7,0,23.77,78.57,6.79,50,6.79,100,5.09,66.67,0,0,16.52,0,0,0,0,0,0,0,0,1.7,100,1.7,100,0,0,1.7,0,3.4,100,Finland 2020
H. Jokela,PK-35,TiPS,"RCB, RB",21,3,53,0,0,0,0,22.08,61.54,Finland,Finland,0,0,13.58,8.49,100,0,0,0,0,0,5.09,7.5,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09,33.33,5.09,33.33,0,1.7,0,1.7,40.75,66.67,15.28,33.33,6.79,100,15.28,77.78,5.09,0,22.21,15.03,0,0,0,0,1.7,0,0,10.19,33.33,3.4,0,3.4,0,0,0,13.58,50,Finland 2020
S. Ferm,Honka,PK-35,GK,18,1,51,0,0,0,0,3.53,100,Finland,Finland,0,0,0,0,0,3.53,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.41,72.73,14.12,62.5,0,0,3.53,100,7.06,25,28.47,38.73,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,8.82,60,Finland 2020
S. Leiwo,TPS,TPS,RCB,,3,50,0,0,0,0,16.2,77.78,Finland,Finland,0,0,21.6,9,100,0,0,1.8,2,0,10.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,50,0,1.8,0,0,41.4,86.96,14.4,75,1.8,100,19.8,100,3.6,50,12.21,5.25,0,0,0,0,0,0,0,3.6,50,0,0,0,0,0,0,3.6,0,Finland 2020
J. Ndombele,PK-35,HJK,CF,,2,44,0,0,0,0,,,Finland,Finland,0,0,,,,,,,0,,,3,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,15.01,0,,,,,,,,,,,,,,,,,,Finland 2020
